State,Date,covidDeaths
Iowa,2021-04-03,104
Kansas,2020-02-01,0
Kansas,2020-02-08,0
Kansas,2020-02-15,0
Kansas,2020-02-22,0
Kansas,2020-02-29,0
Kansas,2020-03-07,0
Kansas,2020-03-14,1
Kansas,2020-03-21,1
Kansas,2020-03-28,3
Kansas,2020-04-04,13
Kansas,2020-04-11,34
Kansas,2020-04-18,34
Kansas,2020-04-25,34
Kansas,2020-05-02,22
Kansas,2020-05-09,32
Kansas,2020-05-16,21
Kansas,2020-05-23,10
Kansas,2020-05-30,10
Kansas,2020-06-06,18
Kansas,2020-06-13,12
Kansas,2020-06-20,11
Kansas,2020-06-27,12
Kansas,2020-07-04,15
Kansas,2020-07-11,12
Kansas,2020-07-18,13
Kansas,2020-07-25,21
Kansas,2020-08-01,29
Kansas,2020-08-08,22
Kansas,2020-08-15,26
Kansas,2020-08-22,20
Kansas,2020-08-29,23
Kansas,2020-09-05,32
Kansas,2020-09-12,45
Kansas,2020-09-19,70
Kansas,2020-09-26,39
Kansas,2020-10-03,63
Kansas,2020-10-10,75
Kansas,2020-10-17,86
Kansas,2020-10-24,116
Kansas,2020-10-31,54
Kansas,2020-11-07,137
Kansas,2020-11-14,90
Kansas,2020-11-21,154
Kansas,2020-11-28,119
Kansas,2020-12-05,257
Kansas,2020-12-12,286
Kansas,2020-12-19,269
Kansas,2020-12-26,162
Kansas,2021-01-02,369
Kansas,2021-01-09,269
Kansas,2021-01-16,348
Kansas,2021-01-23,98
Kansas,2021-01-30,180
Kansas,2021-02-06,308
Kansas,2021-02-13,254
Kansas,2021-02-20,244
Kansas,2021-02-27,119
Kansas,2021-03-06,76
Kansas,2021-03-13,10
Kansas,2021-03-20,20
Kansas,2021-03-27,50
Kansas,2021-04-03,41
Kentucky,2020-02-01,0
Kentucky,2020-02-08,0
Kentucky,2020-02-15,0
Kentucky,2020-02-22,0
Kentucky,2020-02-29,0
Kentucky,2020-03-07,0
Kentucky,2020-03-14,0
Kentucky,2020-03-21,3
Kentucky,2020-03-28,6
Kentucky,2020-04-04,31
Kentucky,2020-04-11,50
Kentucky,2020-04-18,54
Kentucky,2020-04-25,61
Kentucky,2020-05-02,43
Kentucky,2020-05-09,56
Kentucky,2020-05-16,30
Kentucky,2020-05-23,57
Kentucky,2020-05-30,40
Kentucky,2020-06-06,39
Kentucky,2020-06-13,29
Kentucky,2020-06-20,25
Kentucky,2020-06-27,30
Kentucky,2020-07-04,31
Kentucky,2020-07-11,37
Kentucky,2020-07-18,45
Kentucky,2020-07-25,29
Kentucky,2020-08-01,44
Kentucky,2020-08-08,32
Kentucky,2020-08-15,38
Kentucky,2020-08-22,62
Kentucky,2020-08-29,49
Kentucky,2020-09-05,72
Kentucky,2020-09-12,64
Kentucky,2020-09-19,51
Kentucky,2020-09-26,46
Kentucky,2020-10-03,51
Kentucky,2020-10-10,44
Kentucky,2020-10-17,63
Kentucky,2020-10-24,92
Kentucky,2020-10-31,81
Kentucky,2020-11-07,76
Kentucky,2020-11-14,97
Kentucky,2020-11-21,125
Kentucky,2020-11-28,102
Kentucky,2020-12-05,177
Kentucky,2020-12-12,130
Kentucky,2020-12-19,179
Kentucky,2020-12-26,163
Kentucky,2021-01-02,164
Kentucky,2021-01-09,178
Kentucky,2021-01-16,217
Kentucky,2021-01-23,293
Kentucky,2021-01-30,328
Kentucky,2021-02-06,306
Kentucky,2021-02-13,252
Kentucky,2021-02-20,154
Kentucky,2021-02-27,199
Kentucky,2021-03-06,181
Kentucky,2021-03-13,160
Kentucky,2021-03-20,754
Kentucky,2021-03-27,303
Kentucky,2021-04-03,126
Louisiana,2020-02-01,0
Louisiana,2020-02-08,0
Louisiana,2020-02-15,0
Louisiana,2020-02-22,0
Louisiana,2020-02-29,0
Louisiana,2020-03-07,0
Louisiana,2020-03-14,1
Louisiana,2020-03-21,19
Louisiana,2020-03-28,117
Louisiana,2020-04-04,272
Louisiana,2020-04-11,397
Louisiana,2020-04-18,461
Louisiana,2020-04-25,440
Louisiana,2020-05-02,286
Louisiana,2020-05-09,274
Louisiana,2020-05-16,212
Louisiana,2020-05-23,189
Louisiana,2020-05-30,118
Louisiana,2020-06-06,139
Louisiana,2020-06-13,79
Louisiana,2020-06-20,100
Louisiana,2020-06-27,86
Louisiana,2020-07-04,88
Louisiana,2020-07-11,125
Louisiana,2020-07-18,106
Louisiana,2020-07-25,206
Louisiana,2020-08-01,234
Louisiana,2020-08-08,258
Louisiana,2020-08-15,223
Louisiana,2020-08-22,257
Louisiana,2020-08-29,217
Louisiana,2020-09-05,131
Louisiana,2020-09-12,167
Louisiana,2020-09-19,140
Louisiana,2020-09-26,102
Louisiana,2020-10-03,101
Louisiana,2020-10-10,90
Louisiana,2020-10-17,92
Louisiana,2020-10-24,93
Louisiana,2020-10-31,99
Louisiana,2020-11-07,97
Louisiana,2020-11-14,105
Louisiana,2020-11-21,112
Louisiana,2020-11-28,158
Louisiana,2020-12-05,157
Louisiana,2020-12-12,219
Louisiana,2020-12-19,227
Louisiana,2020-12-26,278
Louisiana,2021-01-02,216
Louisiana,2021-01-09,345
Louisiana,2021-01-16,247
Louisiana,2021-01-23,403
Louisiana,2021-01-30,318
Louisiana,2021-02-06,275
Louisiana,2021-02-13,200
Louisiana,2021-02-20,164
Louisiana,2021-02-27,147
Louisiana,2021-03-06,129
Louisiana,2021-03-13,145
Louisiana,2021-03-20,127
Louisiana,2021-03-27,99
Louisiana,2021-04-03,74
Maine,2020-02-01,0
Maine,2020-02-08,0
Maine,2020-02-15,0
Maine,2020-02-22,0
Maine,2020-02-29,0
Maine,2020-03-07,0
Maine,2020-03-14,0
Maine,2020-03-21,0
Maine,2020-03-28,1
Maine,2020-04-04,9
Maine,2020-04-11,9
Maine,2020-04-18,13
Maine,2020-04-25,15
Maine,2020-05-02,9
Maine,2020-05-09,8
Maine,2020-05-16,6
Maine,2020-05-23,7
Maine,2020-05-30,12
Maine,2020-06-06,9
Maine,2020-06-13,2
Maine,2020-06-20,2
Maine,2020-06-27,2
Maine,2020-07-04,3
Maine,2020-07-11,5
Maine,2020-07-18,5
Maine,2020-07-25,2
Maine,2020-08-01,4
Maine,2020-08-08,2
Maine,2020-08-15,2
Maine,2020-08-22,3
Maine,2020-08-29,2
Maine,2020-09-05,2
Maine,2020-09-12,1
Maine,2020-09-19,4
Maine,2020-09-26,1
Maine,2020-10-03,2
Maine,2020-10-10,1
Maine,2020-10-17,3
Maine,2020-10-24,0
Maine,2020-10-31,1
Maine,2020-11-07,4
Maine,2020-11-14,12
Maine,2020-11-21,11
Maine,2020-11-28,17
Maine,2020-12-05,36
Maine,2020-12-12,30
Maine,2020-12-19,35
Maine,2020-12-26,27
Maine,2021-01-02,39
Maine,2021-01-09,74
Maine,2021-01-16,75
Maine,2021-01-23,37
Maine,2021-01-30,46
Maine,2021-02-06,44
Maine,2021-02-13,13
Maine,2021-02-20,11
Maine,2021-02-27,44
Maine,2021-03-06,2
Maine,2021-03-13,20
Maine,2021-03-20,4
Maine,2021-03-27,8
Maine,2021-04-03,9
Maryland,2020-02-01,0
Maryland,2020-02-08,0
Maryland,2020-02-15,0
Maryland,2020-02-22,0
Maryland,2020-02-29,0
Maryland,2020-03-07,0
Maryland,2020-03-14,0
Maryland,2020-03-21,2
Maryland,2020-03-28,3
Maryland,2020-04-04,49
Maryland,2020-04-11,152
Maryland,2020-04-18,215
Maryland,2020-04-25,454
Maryland,2020-05-02,376
Maryland,2020-05-09,363
Maryland,2020-05-16,343
Maryland,2020-05-23,286
Maryland,2020-05-30,266
Maryland,2020-06-06,231
Maryland,2020-06-13,186
Maryland,2020-06-20,126
Maryland,2020-06-27,105
Maryland,2020-07-04,79
Maryland,2020-07-11,74
Maryland,2020-07-18,58
Maryland,2020-07-25,65
Maryland,2020-08-01,73
Maryland,2020-08-08,71
Maryland,2020-08-15,59
Maryland,2020-08-22,49
Maryland,2020-08-29,61
Maryland,2020-09-05,50
Maryland,2020-09-12,40
Maryland,2020-09-19,40
Maryland,2020-09-26,49
Maryland,2020-10-03,32
Maryland,2020-10-10,38
Maryland,2020-10-17,41
Maryland,2020-10-24,55
Maryland,2020-10-31,56
Maryland,2020-11-07,54
Maryland,2020-11-14,92
Maryland,2020-11-21,122
Maryland,2020-11-28,187
Maryland,2020-12-05,218
Maryland,2020-12-12,280
Maryland,2020-12-19,312
Maryland,2020-12-26,268
Maryland,2021-01-02,287
Maryland,2021-01-09,279
Maryland,2021-01-16,295
Maryland,2021-01-23,296
Maryland,2021-01-30,270
Maryland,2021-02-06,222
Maryland,2021-02-13,207
Maryland,2021-02-20,161
Maryland,2021-02-27,159
Maryland,2021-03-06,85
Maryland,2021-03-13,97
Maryland,2021-03-20,120
Maryland,2021-03-27,88
Maryland,2021-04-03,96
Massachusetts,2020-02-01,0
Massachusetts,2020-02-08,0
Massachusetts,2020-02-15,0
Massachusetts,2020-02-22,0
Massachusetts,2020-02-29,0
Massachusetts,2020-03-07,0
Massachusetts,2020-03-14,0
Massachusetts,2020-03-21,1
Massachusetts,2020-03-28,43
Massachusetts,2020-04-04,172
Massachusetts,2020-04-11,470
Massachusetts,2020-04-18,718
Massachusetts,2020-04-25,1326
Massachusetts,2020-05-02,1116
Massachusetts,2020-05-09,994
Massachusetts,2020-05-16,865
Massachusetts,2020-05-23,599
Massachusetts,2020-05-30,464
Massachusetts,2020-06-06,521
Massachusetts,2020-06-13,287
Massachusetts,2020-06-20,252
Massachusetts,2020-06-27,213
Massachusetts,2020-07-04,131
Massachusetts,2020-07-11,138
Massachusetts,2020-07-18,109
Massachusetts,2020-07-25,91
Massachusetts,2020-08-01,116
Massachusetts,2020-08-08,95
Massachusetts,2020-08-15,105
Massachusetts,2020-08-22,95
Massachusetts,2020-08-29,115
Massachusetts,2020-09-05,80
Massachusetts,2020-09-12,80
Massachusetts,2020-09-19,99
Massachusetts,2020-09-26,96
Massachusetts,2020-10-03,116
Massachusetts,2020-10-10,80
Massachusetts,2020-10-17,136
Massachusetts,2020-10-24,116
Massachusetts,2020-10-31,152
Massachusetts,2020-11-07,138
Massachusetts,2020-11-14,164
Massachusetts,2020-11-21,195
Massachusetts,2020-11-28,188
Massachusetts,2020-12-05,277
Massachusetts,2020-12-12,354
Massachusetts,2020-12-19,350
Massachusetts,2020-12-26,353
Massachusetts,2021-01-02,492
Massachusetts,2021-01-09,572
Massachusetts,2021-01-16,509
Massachusetts,2021-01-23,481
Massachusetts,2021-01-30,467
Massachusetts,2021-02-06,390
Massachusetts,2021-02-13,503
Massachusetts,2021-02-20,355
Massachusetts,2021-02-27,288
Massachusetts,2021-03-06,307
Massachusetts,2021-03-13,240
Massachusetts,2021-03-20,218
Massachusetts,2021-03-27,254
Massachusetts,2021-04-03,195
Michigan,2020-02-01,0
Michigan,2020-02-08,0
Michigan,2020-02-15,0
Michigan,2020-02-22,0
Michigan,2020-02-29,0
Michigan,2020-03-07,0
Michigan,2020-03-14,1
Michigan,2020-03-21,5
Michigan,2020-03-28,124
Michigan,2020-04-04,455
Michigan,2020-04-11,902
Michigan,2020-04-18,973
Michigan,2020-04-25,879
Michigan,2020-05-02,885
Michigan,2020-05-09,533
Michigan,2020-05-16,357
Michigan,2020-05-23,346
Michigan,2020-05-30,244
Michigan,2020-06-06,212
Michigan,2020-06-13,97
Michigan,2020-06-20,74
Michigan,2020-06-27,66
Michigan,2020-07-04,65
Michigan,2020-07-11,95
Michigan,2020-07-18,51
Michigan,2020-07-25,36
Michigan,2020-08-01,57
Michigan,2020-08-08,63
Michigan,2020-08-15,66
Michigan,2020-08-22,69
Michigan,2020-08-29,57
Michigan,2020-09-05,94
Michigan,2020-09-12,105
Michigan,2020-09-19,58
Michigan,2020-09-26,75
Michigan,2020-10-03,80
Michigan,2020-10-10,95
Michigan,2020-10-17,121
Michigan,2020-10-24,182
Michigan,2020-10-31,177
Michigan,2020-11-07,246
Michigan,2020-11-14,431
Michigan,2020-11-21,499
Michigan,2020-11-28,592
Michigan,2020-12-05,854
Michigan,2020-12-12,874
Michigan,2020-12-19,879
Michigan,2020-12-26,616
Michigan,2021-01-02,616
Michigan,2021-01-09,839
Michigan,2021-01-16,524
Michigan,2021-01-23,512
Michigan,2021-01-30,344
Michigan,2021-02-06,329
Michigan,2021-02-13,265
Michigan,2021-02-20,223
Michigan,2021-02-27,166
Michigan,2021-03-06,150
Michigan,2021-03-13,111
Michigan,2021-03-20,137
Michigan,2021-03-27,141
Michigan,2021-04-03,212
Minnesota,2020-02-01,0
Minnesota,2020-02-08,0
Minnesota,2020-02-15,0
Minnesota,2020-02-22,0
Minnesota,2020-02-29,0
Minnesota,2020-03-07,0
Minnesota,2020-03-14,0
Minnesota,2020-03-21,1
Minnesota,2020-03-28,4
Minnesota,2020-04-04,19
Minnesota,2020-04-11,40
Minnesota,2020-04-18,57
Minnesota,2020-04-25,123
Minnesota,2020-05-02,150
Minnesota,2020-05-09,164
Minnesota,2020-05-16,151
Minnesota,2020-05-23,152
Minnesota,2020-05-30,175
Minnesota,2020-06-06,145
Minnesota,2020-06-13,133
Minnesota,2020-06-20,90
Minnesota,2020-06-27,48
Minnesota,2020-07-04,51
Minnesota,2020-07-11,34
Minnesota,2020-07-18,41
Minnesota,2020-07-25,33
Minnesota,2020-08-01,35
Minnesota,2020-08-08,43
Minnesota,2020-08-15,16
Minnesota,2020-08-22,102
Minnesota,2020-08-29,56
Minnesota,2020-09-05,40
Minnesota,2020-09-12,55
Minnesota,2020-09-19,57
Minnesota,2020-09-26,41
Minnesota,2020-10-03,70
Minnesota,2020-10-10,58
Minnesota,2020-10-17,86
Minnesota,2020-10-24,111
Minnesota,2020-10-31,130
Minnesota,2020-11-07,168
Minnesota,2020-11-14,251
Minnesota,2020-11-21,327
Minnesota,2020-11-28,323
Minnesota,2020-12-05,399
Minnesota,2020-12-12,439
Minnesota,2020-12-19,421
Minnesota,2020-12-26,327
Minnesota,2021-01-02,270
Minnesota,2021-01-09,295
Minnesota,2021-01-16,224
Minnesota,2021-01-23,176
Minnesota,2021-01-30,124
Minnesota,2021-02-06,102
Minnesota,2021-02-13,80
Minnesota,2021-02-20,54
Minnesota,2021-02-27,52
Minnesota,2021-03-06,71
Minnesota,2021-03-13,195
Minnesota,2021-03-20,36
Minnesota,2021-03-27,58
Minnesota,2021-04-03,50
Mississippi,2020-02-01,0
Mississippi,2020-02-08,0
Mississippi,2020-02-15,0
Mississippi,2020-02-22,0
Mississippi,2020-02-29,0
Mississippi,2020-03-07,0
Mississippi,2020-03-14,0
Mississippi,2020-03-21,1
Mississippi,2020-03-28,12
Mississippi,2020-04-04,22
Mississippi,2020-04-11,58
Mississippi,2020-04-18,59
Mississippi,2020-04-25,69
Mississippi,2020-05-02,70
Mississippi,2020-05-09,130
Mississippi,2020-05-16,89
Mississippi,2020-05-23,106
Mississippi,2020-05-30,107
Mississippi,2020-06-06,88
Mississippi,2020-06-13,78
Mississippi,2020-06-20,49
Mississippi,2020-06-27,97
Mississippi,2020-07-04,72
Mississippi,2020-07-11,123
Mississippi,2020-07-18,116
Mississippi,2020-07-25,132
Mississippi,2020-08-01,215
Mississippi,2020-08-08,181
Mississippi,2020-08-15,206
Mississippi,2020-08-22,157
Mississippi,2020-08-29,190
Mississippi,2020-09-05,142
Mississippi,2020-09-12,116
Mississippi,2020-09-19,124
Mississippi,2020-09-26,102
Mississippi,2020-10-03,100
Mississippi,2020-10-10,85
Mississippi,2020-10-17,75
Mississippi,2020-10-24,84
Mississippi,2020-10-31,79
Mississippi,2020-11-07,99
Mississippi,2020-11-14,107
Mississippi,2020-11-21,117
Mississippi,2020-11-28,122
Mississippi,2020-12-05,170
Mississippi,2020-12-12,231
Mississippi,2020-12-19,210
Mississippi,2020-12-26,175
Mississippi,2021-01-02,275
Mississippi,2021-01-09,306
Mississippi,2021-01-16,335
Mississippi,2021-01-23,271
Mississippi,2021-01-30,266
Mississippi,2021-02-06,248
Mississippi,2021-02-13,195
Mississippi,2021-02-20,92
Mississippi,2021-02-27,116
Mississippi,2021-03-06,136
Mississippi,2021-03-13,91
Mississippi,2021-03-20,59
Mississippi,2021-03-27,45
Mississippi,2021-04-03,55
Missouri,2020-02-01,0
Missouri,2020-02-08,0
Missouri,2020-02-15,0
Missouri,2020-02-22,0
Missouri,2020-02-29,0
Missouri,2020-03-07,0
Missouri,2020-03-14,0
Missouri,2020-03-21,3
Missouri,2020-03-28,10
Missouri,2020-04-04,38
Missouri,2020-04-11,94
Missouri,2020-04-18,91
Missouri,2020-04-25,121
Missouri,2020-05-02,116
Missouri,2020-05-09,125
Missouri,2020-05-16,98
Missouri,2020-05-23,74
Missouri,2020-05-30,50
Missouri,2020-06-06,36
Missouri,2020-06-13,39
Missouri,2020-06-20,88
Missouri,2020-06-27,41
Missouri,2020-07-04,37
Missouri,2020-07-11,41
Missouri,2020-07-18,46
Missouri,2020-07-25,65
Missouri,2020-08-01,76
Missouri,2020-08-08,58
Missouri,2020-08-15,51
Missouri,2020-08-22,74
Missouri,2020-08-29,79
Missouri,2020-09-05,141
Missouri,2020-09-12,62
Missouri,2020-09-19,100
Missouri,2020-09-26,229
Missouri,2020-10-03,110
Missouri,2020-10-10,243
Missouri,2020-10-17,159
Missouri,2020-10-24,232
Missouri,2020-10-31,228
Missouri,2020-11-07,127
Missouri,2020-11-14,224
Missouri,2020-11-21,191
Missouri,2020-11-28,276
Missouri,2020-12-05,432
Missouri,2020-12-12,326
Missouri,2020-12-19,446
Missouri,2020-12-26,423
Missouri,2021-01-02,251
Missouri,2021-01-09,422
Missouri,2021-01-16,350
Missouri,2021-01-23,318
Missouri,2021-01-30,229
Missouri,2021-02-06,402
Missouri,2021-02-13,308
Missouri,2021-02-20,279
Missouri,2021-02-27,223
Missouri,2021-03-06,230
Missouri,2021-03-13,148
Missouri,2021-03-20,53
Missouri,2021-03-27,83
Missouri,2021-04-03,70
Montana,2020-02-01,0
Montana,2020-02-08,0
Montana,2020-02-15,0
Montana,2020-02-22,0
Montana,2020-02-29,0
Montana,2020-03-07,0
Montana,2020-03-14,0
Montana,2020-03-21,0
Montana,2020-03-28,1
Montana,2020-04-04,5
Montana,2020-04-11,0
Montana,2020-04-18,4
Montana,2020-04-25,4
Montana,2020-05-02,2
Montana,2020-05-09,0
Montana,2020-05-16,0
Montana,2020-05-23,0
Montana,2020-05-30,1
Montana,2020-06-06,1
Montana,2020-06-13,0
Montana,2020-06-20,2
Montana,2020-06-27,2
Montana,2020-07-04,1
Montana,2020-07-11,6
Montana,2020-07-18,8
Montana,2020-07-25,9
Montana,2020-08-01,15
Montana,2020-08-08,14
Montana,2020-08-15,7
Montana,2020-08-22,8
Montana,2020-08-29,14
Montana,2020-09-05,12
Montana,2020-09-12,17
Montana,2020-09-19,23
Montana,2020-09-26,15
Montana,2020-10-03,15
Montana,2020-10-10,23
Montana,2020-10-17,30
Montana,2020-10-24,55
Montana,2020-10-31,81
Montana,2020-11-07,70
Montana,2020-11-14,69
Montana,2020-11-21,86
Montana,2020-11-28,69
Montana,2020-12-05,65
Montana,2020-12-12,82
Montana,2020-12-19,48
Montana,2020-12-26,55
Montana,2021-01-02,52
Montana,2021-01-09,83
Montana,2021-01-16,34
Montana,2021-01-23,53
Montana,2021-01-30,91
Montana,2021-02-06,80
Montana,2021-02-13,15
Montana,2021-02-20,14
Montana,2021-02-27,15
Montana,2021-03-06,23
Montana,2021-03-13,13
Montana,2021-03-20,22
Montana,2021-03-27,22
Montana,2021-04-03,29
Nebraska,2020-02-01,0
Nebraska,2020-02-08,0
Nebraska,2020-02-15,0
Nebraska,2020-02-22,0
Nebraska,2020-02-29,0
Nebraska,2020-03-07,0
Nebraska,2020-03-14,0
Nebraska,2020-03-21,0
Nebraska,2020-03-28,2
Nebraska,2020-04-04,4
Nebraska,2020-04-11,11
Nebraska,2020-04-18,7
Nebraska,2020-04-25,26
Nebraska,2020-05-02,23
Nebraska,2020-05-09,17
Nebraska,2020-05-16,33
Nebraska,2020-05-23,24
Nebraska,2020-05-30,23
Nebraska,2020-06-06,17
Nebraska,2020-06-13,28
Nebraska,2020-06-20,29
Nebraska,2020-06-27,23
Nebraska,2020-07-04,17
Nebraska,2020-07-11,1
Nebraska,2020-07-18,16
Nebraska,2020-07-25,15
Nebraska,2020-08-01,16
Nebraska,2020-08-08,13
Nebraska,2020-08-15,16
Nebraska,2020-08-22,15
Nebraska,2020-08-29,16
Nebraska,2020-09-05,12
Nebraska,2020-09-12,33
Nebraska,2020-09-19,5
Nebraska,2020-09-26,27
Nebraska,2020-10-03,28
Nebraska,2020-10-10,22
Nebraska,2020-10-17,28
Nebraska,2020-10-24,48
Nebraska,2020-10-31,57
Nebraska,2020-11-07,51
Nebraska,2020-11-14,76
Nebraska,2020-11-21,126
Nebraska,2020-11-28,84
Nebraska,2020-12-05,205
Nebraska,2020-12-12,171
Nebraska,2020-12-19,110
Nebraska,2020-12-26,84
Nebraska,2021-01-02,110
Nebraska,2021-01-09,68
Nebraska,2021-01-16,100
Nebraska,2021-01-23,42
Nebraska,2021-01-30,41
Nebraska,2021-02-06,48
Nebraska,2021-02-13,34
Nebraska,2021-02-20,45
Nebraska,2021-02-27,35
Nebraska,2021-03-06,31
Nebraska,2021-03-13,14
Nebraska,2021-03-20,8
Nebraska,2021-03-27,40
Nebraska,2021-04-03,6
Nevada,2020-02-01,0
Nevada,2020-02-08,0
Nevada,2020-02-15,0
Nevada,2020-02-22,0
Nevada,2020-02-29,0
Nevada,2020-03-07,0
Nevada,2020-03-14,0
Nevada,2020-03-21,2
Nevada,2020-03-28,8
Nevada,2020-04-04,36
Nevada,2020-04-11,56
Nevada,2020-04-18,49
Nevada,2020-04-25,54
Nevada,2020-05-02,50
Nevada,2020-05-09,58
Nevada,2020-05-16,34
Nevada,2020-05-23,40
Nevada,2020-05-30,30
Nevada,2020-06-06,20
Nevada,2020-06-13,25
Nevada,2020-06-20,24
Nevada,2020-06-27,14
Nevada,2020-07-04,30
Nevada,2020-07-11,62
Nevada,2020-07-18,54
Nevada,2020-07-25,86
Nevada,2020-08-01,100
Nevada,2020-08-08,117
Nevada,2020-08-15,120
Nevada,2020-08-22,128
Nevada,2020-08-29,105
Nevada,2020-09-05,86
Nevada,2020-09-12,61
Nevada,2020-09-19,79
Nevada,2020-09-26,54
Nevada,2020-10-03,38
Nevada,2020-10-10,39
Nevada,2020-10-17,48
Nevada,2020-10-24,36
Nevada,2020-10-31,34
Nevada,2020-11-07,73
Nevada,2020-11-14,58
Nevada,2020-11-21,103
Nevada,2020-11-28,108
Nevada,2020-12-05,182
Nevada,2020-12-12,219
Nevada,2020-12-19,229
Nevada,2020-12-26,193
Nevada,2021-01-02,206
Nevada,2021-01-09,302
Nevada,2021-01-16,311
Nevada,2021-01-23,250
Nevada,2021-01-30,253
Nevada,2021-02-06,232
Nevada,2021-02-13,198
Nevada,2021-02-20,174
Nevada,2021-02-27,89
Nevada,2021-03-06,79
Nevada,2021-03-13,81
Nevada,2021-03-20,54
Nevada,2021-03-27,65
Nevada,2021-04-03,38
New Hampshire,2020-02-01,0
New Hampshire,2020-02-08,0
New Hampshire,2020-02-15,0
New Hampshire,2020-02-22,0
New Hampshire,2020-02-29,0
New Hampshire,2020-03-07,0
New Hampshire,2020-03-14,0
New Hampshire,2020-03-21,0
New Hampshire,2020-03-28,2
New Hampshire,2020-04-04,5
New Hampshire,2020-04-11,15
New Hampshire,2020-04-18,16
New Hampshire,2020-04-25,15
New Hampshire,2020-05-02,31
New Hampshire,2020-05-09,47
New Hampshire,2020-05-16,40
New Hampshire,2020-05-23,37
New Hampshire,2020-05-30,30
New Hampshire,2020-06-06,45
New Hampshire,2020-06-13,35
New Hampshire,2020-06-20,21
New Hampshire,2020-06-27,28
New Hampshire,2020-07-04,12
New Hampshire,2020-07-11,12
New Hampshire,2020-07-18,5
New Hampshire,2020-07-25,13
New Hampshire,2020-08-01,7
New Hampshire,2020-08-08,3
New Hampshire,2020-08-15,4
New Hampshire,2020-08-22,6
New Hampshire,2020-08-29,3
New Hampshire,2020-09-05,0
New Hampshire,2020-09-12,3
New Hampshire,2020-09-19,3
New Hampshire,2020-09-26,1
New Hampshire,2020-10-03,3
New Hampshire,2020-10-10,13
New Hampshire,2020-10-17,11
New Hampshire,2020-10-24,7
New Hampshire,2020-10-31,10
New Hampshire,2020-11-07,6
New Hampshire,2020-11-14,10
New Hampshire,2020-11-21,9
New Hampshire,2020-11-28,15
New Hampshire,2020-12-05,36
New Hampshire,2020-12-12,41
New Hampshire,2020-12-19,50
New Hampshire,2020-12-26,51
New Hampshire,2021-01-02,68
New Hampshire,2021-01-09,93
New Hampshire,2021-01-16,65
New Hampshire,2021-01-23,54
New Hampshire,2021-01-30,61
New Hampshire,2021-02-06,56
New Hampshire,2021-02-13,32
New Hampshire,2021-02-20,23
New Hampshire,2021-02-27,17
New Hampshire,2021-03-06,11
New Hampshire,2021-03-13,18
New Hampshire,2021-03-20,18
New Hampshire,2021-03-27,18
New Hampshire,2021-04-03,12
New Jersey,2020-02-01,0
New Jersey,2020-02-08,0
New Jersey,2020-02-15,0
New Jersey,2020-02-22,0
New Jersey,2020-02-29,0
New Jersey,2020-03-07,0
New Jersey,2020-03-14,1
New Jersey,2020-03-21,21
New Jersey,2020-03-28,170
New Jersey,2020-04-04,867
New Jersey,2020-04-11,1795
New Jersey,2020-04-18,2315
New Jersey,2020-04-25,2105
New Jersey,2020-05-02,2028
New Jersey,2020-05-09,1503
New Jersey,2020-05-16,1208
New Jersey,2020-05-23,856
New Jersey,2020-05-30,581
New Jersey,2020-06-06,495
New Jersey,2020-06-13,531
New Jersey,2020-06-20,309
New Jersey,2020-06-27,163
New Jersey,2020-07-04,241
New Jersey,2020-07-11,336
New Jersey,2020-07-18,174
New Jersey,2020-07-25,77
New Jersey,2020-08-01,54
New Jersey,2020-08-08,39
New Jersey,2020-08-15,41
New Jersey,2020-08-22,33
New Jersey,2020-08-29,-10
New Jersey,2020-09-05,52
New Jersey,2020-09-12,42
New Jersey,2020-09-19,37
New Jersey,2020-09-26,39
New Jersey,2020-10-03,32
New Jersey,2020-10-10,36
New Jersey,2020-10-17,33
New Jersey,2020-10-24,77
New Jersey,2020-10-31,69
New Jersey,2020-11-07,75
New Jersey,2020-11-14,123
New Jersey,2020-11-21,198
New Jersey,2020-11-28,219
New Jersey,2020-12-05,341
New Jersey,2020-12-12,426
New Jersey,2020-12-19,441
New Jersey,2020-12-26,440
New Jersey,2021-01-02,574
New Jersey,2021-01-09,667
New Jersey,2021-01-16,560
New Jersey,2021-01-23,520
New Jersey,2021-01-30,521
New Jersey,2021-02-06,509
New Jersey,2021-02-13,476
New Jersey,2021-02-20,394
New Jersey,2021-02-27,404
New Jersey,2021-03-06,319
New Jersey,2021-03-13,331
New Jersey,2021-03-20,246
New Jersey,2021-03-27,248
New Jersey,2021-04-03,250
New Mexico,2020-02-01,0
New Mexico,2020-02-08,0
New Mexico,2020-02-15,0
New Mexico,2020-02-22,0
New Mexico,2020-02-29,0
New Mexico,2020-03-07,0
New Mexico,2020-03-14,0
New Mexico,2020-03-21,0
New Mexico,2020-03-28,1
New Mexico,2020-04-04,10
New Mexico,2020-04-11,8
New Mexico,2020-04-18,34
New Mexico,2020-04-25,40
New Mexico,2020-05-02,45
New Mexico,2020-05-09,53
New Mexico,2020-05-16,68
New Mexico,2020-05-23,49
New Mexico,2020-05-30,43
New Mexico,2020-06-06,41
New Mexico,2020-06-13,39
New Mexico,2020-06-20,35
New Mexico,2020-06-27,25
New Mexico,2020-07-04,22
New Mexico,2020-07-11,30
New Mexico,2020-07-18,26
New Mexico,2020-07-25,38
New Mexico,2020-08-01,44
New Mexico,2020-08-08,30
New Mexico,2020-08-15,30
